"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOMINAIS_CONVR_LEG";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28770";"SATUBA";"8";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"43";"0";"43";"412";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28410";"PIRANHAS";"40";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"121";"0";"121";"3308";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27413";"COLÔNIA LEOPOLDINA";"16";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"79";"0";"79";"2873";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27154";"BELÉM";"28";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"40";"0";"40";"1356";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28630";"SÃO BRÁS";"37";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"14";"0";"14";"54";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27430";"COQUEIRO SECO";"8";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"8";"0";"8";"128";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27065";"JEQUIÁ DA PRAIA";"18";"6";"Deputado Federal";"Coligação";"11";"PP";"Partido Progressista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050447";"Alagoas com o Povo II";"PTC / PSDB / PP / PSB / PSC / PROS / PRB / DEM";"N";"28";"0";"28";"918";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27154";"BELÉM";"28";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"3";"0";"3";"30";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27553";"FLEXEIRAS";"53";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"2";"0";"2";"142";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27332";"CAPELA";"6";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"49";"0";"49";"1176";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27774";"JUNDIÁ";"14";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"17";"0";"17";"1520";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27065";"JEQUIÁ DA PRAIA";"18";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"20";"0";"20";"2123";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28193";"OLIVENÇA";"19";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"6";"0";"6";"351";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28339";"PENEDO";"13";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"70";"0";"70";"4915";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28010";"MATRIZ DE CAMARAGIBE";"12";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"39";"0";"39";"1113";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28231";"PALESTINA";"11";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"5";"0";"5";"290";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27359";"CARNEIROS";"19";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"6";"0";"6";"87";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27057";"ARAPIRACA";"22";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"118";"0";"118";"4886";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28690";"SÃO LUÍS DO QUITUNDE";"17";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"54";"0";"54";"2645";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28517";"QUEBRANGULO";"28";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"8";"0";"8";"1114";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27839";"LIMOEIRO DE ANADIA";"47";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"2";"0";"2";"65";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28070";"MONTEIRÓPOLIS";"29";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"2";"0";"2";"54";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28177";"OLHO D ÁGUA GRANDE";"37";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"4";"0";"4";"525";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28550";"ROTEIRO";"18";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"6";"0";"6";"42";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28797";"TANQUE D ARCA";"48";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"14";"0";"14";"902";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28215";"OURO BRANCO";"50";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"41";"0";"41";"2505";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27391";"COITÉ DO NÓIA";"45";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"21";"0";"21";"347";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27596";"IBATEGUARA";"16";"6";"Deputado Federal";"Coligação";"55";"PSD";"Partido Social Democrático";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"16";"0";"16";"434";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27375";"CHÃ PRETA";"28";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"0";"0";"0";"0";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28053";"MINADOR DO NEGRÃO";"46";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"3";"0";"3";"7";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27073";"ATALAIA";"6";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"43";"0";"43";"75";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28657";"SÃO JOSÉ DA LAJE";"16";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"7";"0";"7";"5";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27413";"COLÔNIA LEOPOLDINA";"16";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"7";"0";"7";"10";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28215";"OURO BRANCO";"50";"6";"Deputado Federal";"Coligação";"23";"PPS";"Partido Popular Socialista";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050577";"Avança Mais Alagoas 1";"MDB / PPS / PDT / PR / PTB / PT / PRTB / PODE / PRP / PSD / PMN / AVANTE";"N";"3";"0";"3";"9";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27537";"FELIZ DESERTO";"7";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"1";"14";"15";"41";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27294";"CAMPO GRANDE";"20";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"28";"0";"28";"2848";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28479";"PORTO DE PEDRAS";"12";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"20";"10";"30";"681";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28290";"PASSO DE CAMARAGIBE";"12";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"20";"22";"42";"1208";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28339";"PENEDO";"13";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"20";"45";"65";"1086";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"28894";"CRAÍBAS";"31";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"27";"5";"32";"2552";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27057";"ARAPIRACA";"22";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"102";"167";"269";"7373";"0";"0"
"09/04/2023";"04:43:32";"2018";"2";"Eleição Ordinária";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"E";"AL";"AL";"ALAGOAS";"27391";"COITÉ DO NÓIA";"45";"7";"Deputado Estadual";"Coligação";"28";"PRTB";"Partido Renovador Trabalhista Brasileiro";"-1";"#NULO#";"#NULO#";"#NULO#";"20000050227";"Círculo Democrático";"PRTB / PPS / DC";"N";"15";"3";"18";"428";"0";"0"
